surface_tension,molecular_formula,density_liquid,enthalpy_vaporization,enthalpy_vaporization_boiling,thermal_expansion,C,Br,Cl,F,N,O,H,I,S,Si,Al,Ga,P,B,molecular_weight
33.57,C2H4O3,1.1574,29.78,32.78,0.0012415,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.05145900000001
36.06,C2H4S,1.007,27.867,29.204,0.0010977,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.118044
23.51,C2H5Br,1.4533,26.27,27.526,0.0014636,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.96468499999999
19.34,C2H5Cl,0.8899,24.192,24.75,0.0017875,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.514085
53.34,C2H5ClO,1.196,34.755,41.66,0.0011426,2.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.51348999999999
28.63,C2H5ClO,1.0536,27.914,28.069,0.0013202,2.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.51348999999999
41.34,C2H5ClO2S,1.3547,39.182,38.83,0.00056953,2.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,128.577695
22.42,C2H5Cl3Si,1.2297,31.898,31.89,0.0012396,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,163.505385
8.98,C2H5F,0.7075,19.358,19.957,0.0030576,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.059588163
28.39,C2H5I,1.95,29.435,30.03,0.0011974,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,155.965655
33.74,C2H5N,0.831,27.849,31.752,0.0014419,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.067887999999996
38.52,C2H5NO,0.999,41.5,47.224,0.0010967,2.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.06729299999999
31.66,C2H5NO2,1.043,33.392,36.105,0.0010741,2.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.066698
25.78,C2H6AlCl,0.988,34.485,34.19,0.0010944,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.5035645
19.91,C2H6Cl2Si,1.064,29.156,29.072,0.0013917,2.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,129.060426
21.99,C2H6O,0.787,29.996,39.4,0.0013882,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.068531
11.43,C2H6O,0.655,20.536,21.56,0.0024733,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.068531
42.86,C2H6OS,1.095,40.668,42.699,0.00076743,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.133331
48.43,C2H6O2,1.11,41.292,52.495,0.00045487,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.067936
38.93,C2H6O4S,1.322,41.244,47.951,0.00076718,2.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,126.131546
34.84,C2H6O4S,1.3617,40.034,38.375,0.00058874,2.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,126.131546
22.82,C2H6S,0.833,26.039,26.87,0.0014509,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.133926
24.17,C2H6S,0.85,26.224,26.908,0.0014105,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.133926
45.13,C2H6S2,1.1185,36.388,36.183,0.00081312,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,94.198726
34.06,C2H6S2,1.057,32.948,34.342,0.00093434,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,94.198726
16.31,C2H7ClSi,0.852,26.006,25.829,0.0016278,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.615467
19.89,C2H7N,0.677,24.376,27.349,0.001685,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.08377
16.34,C2H7N,0.65,23.457,26.636,0.0019314,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.08377
48.3,C2H7NO,1.014,38.767,51.534,0.00069866,2.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.083175
41.12,C2H8N2,0.893,33.714,40.01,0.00093512,2.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.098414000000005
6.48,C2H8Si,0.578,20.052,20.073,0.0033928,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.170508
14.18,C2N2,0.866,20.808,23.413,0.0023815,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.034886
11.71,C3Cl2F6,1.6538,26.062,25.72300000000001,0.0018742,3.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.92843897799997
15.51,C3Cl3F5,1.643,29.572,29.416,0.0014303,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.382935815
15.63,C3Cl3F5,1.6531,29.572,29.23,0.0014286,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.382935815
15.73,C3Cl3F5,1.6514,29.557,29.388,0.0014186,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.382935815
20.75,C3Cl4F4,1.7103,33.423,32.968,0.0011237,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.837432652
29.46,C3Cl6F2,1.7752,41.235,41.005,0.00080583,3.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.746426326
5.95,C3F6,1.2738,20.186,19.4,0.0026935,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.022638978
5.27,C3F6O,1.321,20.252,21.744,0.0046609,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.022043978
3.66,C3F8,1.2732,19.191,19.701,0.0042972,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.019445304
18.8,C3HCl2F3,1.4547,27.695,27.532,0.0014712,3.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.94117048899997
14.61,C3HCl2F5,1.5475,27.482,27.282,0.0016065,3.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.93797681499998
14.82,C3HCl2F5,1.56,27.542,27.569,0.0015988,3.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.93797681499998
6.85,C3HF7,1.3821,21.246,21.066,0.0029837,3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.02898314099997
10.95,C3HF7O,1.6684,23.75,22.328,0.0021901,3.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.02838814099997
8.64,C3H2F6,1.2454,22.606,23.946,0.0023647,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.038520978
11.83,C3H2F6,1.2453,23.303,23.268,0.0023685,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.038520978
9.97,C3H2F6,1.2433,22.601,23.093,0.0027031,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.038520978
8.78,C3H2F6,1.2454,22.71,24.245,0.0023647,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.038520978
14.38,C3H2F6O,1.5859,24.883,24.735,0.0018386,3.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.037925978
20.58,C3H3Cl2F3,1.3391,29.847,29.634,0.001291,3.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.95705248899998
30.73,C3H3Cl3,1.3746,34.174,33.532,0.0010801,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.414743
31.53,C3H3Cl3,1.4045,34.174,35.795,0.001076,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.414743
30.33,C3H3Cl3,1.3597,34.174,33.203,0.0010822,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.414743
32.94,C3H3Cl3,1.3597,35.011,34.808,0.0010822,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.414743
8.59,C3H3F3,1.1262,21.081,21.057,0.0032174,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.051252489
7.47,C3H3F5,1.1279,21.072,21.099,0.0029016,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.048058815
8.41,C3H3F5,1.1282,22.392,23.012,0.0028446,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.048058815
14.02,C3H3F5,1.1342,24.127,23.012,0.0017439,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.048058815
16.7,C3H3F5,1.1337,25.06,25.624,0.0018413,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.048058815
8.41,C3H3F5,1.1282,22.392,25.889,0.0028446,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.048058815
26.71,C3H3N,0.801,29.95,31.06,0.0012628,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.062746000000004
27.23,C3H3NO,1.05,29.173,31.065,0.0014315,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.062151
35.64,C3H3NO,1.0723,31.47,31.375,0.0010637,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.062151
11.48,C3H4,0.607,20.445,22.247,0.0024944,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.063984000000005
9.5,C3H4,0.579,19.72,20.599,0.0026014,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.063984000000005
36.99,C3H4Br4,2.7262,45.97,51.752,0.00084004,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.677984
36.99,C3H4Br4,2.7262,45.97,53.295,0.00084004,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.677984
36.99,C3H4Br4,2.7262,45.97,50.207,0.00084004,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.677984
36.99,C3H4Br4,2.7262,45.97,54.413,0.00084004,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.677984
36.99,C3H4Br4,2.7262,45.97,55.466,0.00084004,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.677984
36.99,C3H4Br4,2.7262,45.97,52.254,0.00084004,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.677984
20.07,C3H4ClF3,1.29,26.966,26.737,0.0015017,3.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.512093489
31.13,C3H4Cl2,1.2041,31.47,31.013,0.0011585,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.969784
25.66,C3H4Cl2,1.1864,29.828,27.13,0.0011693,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.969784
28.41,C3H4Cl2,1.1748,30.931,31.16,0.0011714,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.969784
28.61,C3H4Cl2,1.175,30.931,27.241,0.0011638,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.969784
29.62,C3H4Cl2,1.21,30.931,36.888,0.0011574,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.969784
26.73,C3H4Cl2,1.1682,30.338,28.966,0.0011651,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.969784
28.41,C3H4Cl2,1.168,30.931,26.798,0.0011651,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.969784
28.41,C3H4Cl2,1.168,30.931,30.726,0.0011651,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.969784
39.03,C3H4Cl4,1.465,38.63,36.528,0.0010524,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.875584
36.2,C3H4Cl4,1.5008,37.626,37.674,0.0010478,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.875584
34.11,C3H4Cl4,1.5,37.049,36.981,0.0010479,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.875584
44.72,C3H4Cl4,1.5016,39.628,39.806,0.0010477,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.875584
40.15,C3H4Cl4,1.5,38.63,38.777,0.0010479,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.875584
37.96,C3H4Cl4,1.4861,38.198,38.131,0.0010497,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.875584
4.82,C3H4F2,1.0466,18.745,22.314,0.0066362,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.060790326
13.52,C3H4F4,1.2584,23.145,22.901,0.0023252,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.057596652
13.52,C3H4F4,1.2584,23.145,25.823,0.0023252,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.057596652
13.52,C3H4F4,1.2584,23.145,25.366,0.0023252,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.057596652
13.52,C3H4F4,1.2584,23.145,25.595,0.0023252,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.057596652
29.92,C3H4O,0.834,27.989,29.03,0.0011108,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.063389
35.5,C3H4O,0.945,33.383,42.329,0.0011023,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.063389
42.13,C3H4O2,1.0527,35.722,42.52,0.00099679,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.062794
64.19,C3H4O2,1.262,39.633,43.057,0.00094516,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.062794
22.27,C3H4O2,0.954,26.092,31.199,0.0016011,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.062794
31.8,C3H4O3,1.265,32.31,45.74,0.0010477,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.062199
27.94,C3H5Br,1.413,28.333,30.053,0.0011723,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.975425
27.37,C3H5Br,1.4197,28.082,28.82,0.0011712,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.975425
27.59,C3H5Br,1.4061,28.27,29.313,0.0011734,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.975425
24.2,C3H5Br,1.3803,27.226,27.812,0.0011777,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.975425
30.37,C3H5Br,1.3899,29.257,30.957,0.0011681,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.975425
40.15,C3H5Br3,2.4124,41.752,44.04,0.00086879,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.782425
38.81,C3H5Br3,2.3451,41.752,45.409,0.00087295,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.782425
38.91,C3H5Br3,2.35,41.752,46.247,0.00087265,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.782425
34.47,C3H5Br3,2.2884,40.639,43.942,0.00087272,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.782425
46.25,C3H5Br3,2.398,43.478,47.979,0.00086967,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.782425
20.8,C3H5Cl,0.919,25.65,24.504,0.0013705,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.52482499999999
21.19,C3H5Cl,0.9271,25.724,25.749,0.0013682,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.52482499999999
22.33,C3H5Cl,0.927,26.187,26.155,0.0013682,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.52482499999999
18.3,C3H5Cl,0.895,24.81,24.336,0.0013776,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.52482499999999
23.61,C3H5Cl,0.9313,26.891,26.242,0.0013562,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.52482499999999
22.43,C3H5ClF2,1.1916,26.991,27.652,0.0014411,3.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.521631326
36.29,C3H5ClO,1.174,33.543,37.23,0.00097746,3.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.52422999999999
34.59,C3H5ClO2,1.229,34.847,39.446,0.0010579,3.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.52363499999998
30.93,C3H5ClO2,1.127,31.376,42.775,0.0014227,3.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.52363499999998
28.89,C3H5Cl2F,1.2553,30.77,30.777,0.0011338,3.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.976128163
26.32,C3H5Cl3,1.2835,33.619,32.399,0.0011926,3.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.430625
33.68,C3H5Cl3,1.372,35.229,35.075,0.0011788,3.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.430625
37.31,C3H5Cl3,1.3544,36.34,36.629,0.0011815,3.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.430625
29.15,C3H5Cl3,1.318,34.3,33.924,0.0011871,3.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.430625
42.58,C3H5Cl3,1.384,37.321,38.332,0.001177,3.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.430625
11.32,C3H5F,0.79,20.929,22.688,0.0032207,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.070328163
11.32,C3H5F,0.79,20.929,22.688,0.0032207,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.070328163
11.32,C3H5F,0.79,20.929,20.624,0.0032207,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.070328163
12.55,C3H5F,0.764,21.81,19.7,0.0032456,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.070328163
9.23,C3H5F3,1.038,21.641,21.928,0.0029503,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.067134489
12.94,C3H5F3,1.033,23.509,22.646,0.0032826,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.067134489
15.34,C3H5F3,1.033,24.459,21.97300000000001,0.0032826,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.067134489
12.94,C3H5F3,1.033,23.509,22.646,0.0032826,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.067134489
21.2,C3H5F3O,1.3036,25.647,25.495,0.0015626,3.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.06653948900001
25.46,C3H5I,1.78,30.818,30.964,0.0011509,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,167.976395
25.46,C3H5I,1.78,30.818,30.964,0.0011509,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,167.976395
25.56,C3H5I,1.7856,30.818,31.495,0.0011502,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,167.976395
29.35,C3H5I,1.82,32.317,26.818,0.001062,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,167.976395
26.65,C3H5N,0.777,31.733,32.85,0.0011616,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.078628
38.31,C3H5N,0.7378,31.733,30.949,0.0012195,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.078628
81.64,C3H5NO,1.04,44.25,54.96,0.00092491,3.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.078033
38.5,C3H5NO,0.983,34.296,53.667,0.0010043,3.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.078033
25.42,C3H5NO,0.8967,28.655,28.751,0.0014236,3.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.078033
280.08,C3H5N3O9,1.586,57.996,65.581,0.00080342,3.0,0.0,0.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.08667899999998
11.1,C3H6,0.619,19.72,20.083,0.0025011,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.079866
6.91,C3H6,0.504,18.421,18.492,0.0034054,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.079866
36.61,C3H6Br2,1.975,36.751,37.252,0.00091127,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.886866
34.5,C3H6Br2,1.925,35.893,41.012,0.00091538,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.886866
39.93,C3H6Br2,1.9713,37.416,40.871,0.00091157,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.886866
24.88,C3H6Br2,1.82,33.454,34.811,0.00092437,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.886866
30.18,C3H6ClF,1.0518,29.185,29.974,0.0011946,3.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.531169163
26.0,C3H6Cl2,1.1258,30.915,31.806,0.0011175,3.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.98566600000001
