surface_tension,molecular_formula,density_liquid,enthalpy_fusion,enthalpy_vaporization,enthalpy_vaporization_boiling,thermal_expansion,VDW_area,VDW_volume,C,Br,Cl,O,F,H,N,I,Si,S,molecular_weight
23.04,C3H6O,0.786,5.72,27.923,29.792,0.0014142,5840000000.0,39.04,3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,58.079271000000006
21.44,C3H6O,0.823,6.533,25.937,27.735,0.001504,4640000000.0,34.4,3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,58.079271000000006
24.27,C3H7N,0.757,9.49,27.635,30.657,0.0010869,6030000000.0,41.18,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,57.09451
17.54,C4H8,0.689,1.09,23.733,23.982,0.0016761,5400000000.0,40.92,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,56.106488
12.12,C4H8,0.588,3.85,22.157,22.443,0.0021693,6410000000.0,44.31,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,56.106488
13.83,C4H8,0.617,7.31,23.076,23.43,0.0019648,6400000000.0,44.28,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,56.106488
12.72,C4H8,0.599,9.76,22.834,22.905,0.0020436,6400000000.0,44.28,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,56.106488
11.69,C4H8,0.589,5.92,22.097,22.213,0.0021935,6710000000.0,44.29,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,56.106488
29.92,C3H4O,0.834,1.02,27.989,29.03,0.0011108,6390000000.0,44.02,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,56.063389
35.5,C3H4O,0.945,10.588,33.383,42.329,0.0011023,5530000000.0,37.87,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,56.063389
26.65,C3H5N,0.777,5.03,31.733,32.85,0.0011616,5660000000.0,38.6,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,55.078628
20.15,C4H6,0.686,9.25,25.218,26.43,0.0020021,6200000000.0,43.44,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,54.090606
17.07,C4H6,0.648,6.03,23.477,24.522,0.0020257,6190000000.0,43.5,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,54.090606
17.44,C4H6,0.646,6.96,23.733,24.22,0.0018885,6060000000.0,41.04,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,54.090606
13.41,C4H6,0.615,7.98,22.321,22.479,0.0020672,5880000000.0,40.82,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,54.090606
26.71,C3H3N,0.801,6.23,29.95,31.06,0.0012628,5130000000.0,35.1,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,53.062746000000004
14.18,C2N2,0.866,8.109,20.808,23.413,0.0023815,4380000000.0,29.4,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.034886
6.99,CH2F2,0.8915,4.4,18.052,20.209,0.0040117,3550000000.0,21.67,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,52.023428325999994
15.19,CH3Cl,0.913,6.431,20.354,21.549,0.0022985,3920000000.0,25.29,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,50.487463
20.62,C4H2,0.709,12.064,23.733,32.472,0.0014987,3840000000.0,31.28,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.058842
23.84,CH4S,0.862,5.904,23.283,24.574,0.0015878,4390000000.0,28.48,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,48.107304
8.98,C2H5F,0.7075,4.016,19.358,19.957,0.0030576,4570000000.0,29.62,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,48.059588163
21.99,C2H6O,0.787,4.93,29.996,39.4,0.0013882,4930000000.0,31.94,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,46.068531
11.43,C2H6O,0.655,4.94,20.536,21.56,0.0024733,4840000000.0,31.04,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,46.068531
3.01,C2H3F,0.615,2.736,16.219,18.322,0.0063028,4040000000.0,26.13,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,46.043706162999996
37.67,CH2O2,1.2111,12.68,32.1,21.99,0.0014794,3634000000.0,22.74,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,46.025431999999995
19.89,C2H7N,0.677,9.35,24.376,27.349,0.001685,5210000000.0,34.44,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,45.08377
16.34,C2H7N,0.65,5.941,23.457,26.636,0.0019314,5230000000.0,35.42,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,45.08377
57.02,CH3NO,1.129,8.667,43.458,48.25,0.0012137,4110000000.0,25.46,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,45.040670999999996
6.62,C3H8,0.493,3.524,18.911,18.799,0.0032075,5590000000.0,37.57,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,44.095748
21.18,C2H4O,0.774,2.31,24.644,23.991,0.0016943,4490000000.0,28.81,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,44.052649
23.54,C2H4O,0.862,5.17,23.825,25.697,0.0016874,3300000000.0,24.16,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,44.052649
33.74,C2H5N,0.831,5.87,27.849,31.752,0.0014419,3690000000.0,28.54,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,43.067887999999996
11.1,C3H6,0.619,5.44,19.72,20.083,0.0025011,4050000000.0,30.69,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,42.079866
6.91,C3H6,0.504,3.003,18.421,18.492,0.0034054,5060000000.0,34.08,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,42.079866
28.66,C2H3N,0.779,6.67,30.306,30.299,0.0011843,4310000000.0,28.37,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,41.052006000000006
11.48,C3H4,0.607,6.5,20.445,22.247,0.0024944,4840000000.0,33.27,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,40.063984000000005
9.5,C3H4,0.579,4.4,19.72,20.599,0.0026014,4706000000.0,30.84,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,40.063984000000005
2.06,CH3F,0.5283,1.426,15.686,17.67,0.0083319,3220000000.0,19.39,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,34.032966163
22.09,CH4O,0.787,3.215,28.716,35.139,0.0014175,3580000000.0,21.71,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,32.041909
19.89,CH5N,0.655,6.134,22.157,26.111,0.0018713,3860000000.0,24.21,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,31.057147999999998
15.7,CH2O,0.736,7.05,20.177,23.16,0.002147,3090000000.0,18.6,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,30.026027
17.78,CHN,0.68,8.406,25.114,26.896,0.0022569,3025000000.0,18.13,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.025384000000003
